energy,tempo,danceability,loudness,liveness,valence,time_signature,speechiness,track_popularity,mode,key,duration_ms,acousticness
0.872,128.924,0.816,-4.27,0.254,0.94,4,0.0442,77,0,11,157209,0.25
0.896,90.622,0.662,-5.311,0.186,0.79,4,0.251,68,0,5,305280,0.318
0.59,161.989,0.864,-8.768,0.093,0.579,4,0.499,69,1,1,168560,0.0196
0.63,81.009,0.72,-5.549,0.108,0.512,4,0.0413,70,1,10,230292,0.615
0.573,82.941,0.603,-5.843,0.0971,0.236,4,0.0502,68,1,1,228855,0.478
0.468,135.875,0.483,-7.642,0.152,0.319,4,0.0341,73,1,8,247941,0.784
0.519,122.925,0.562,-8.744,0.172,0.415,4,0.0326,70,1,3,341055,0.557
0.481,124.914,0.534,-9.016,0.142,0.293,4,0.0412,71,0,0,280282,0.697
0.866,140.266,0.526,-5.822,0.0945,0.248,4,0.0568,84,1,0,253587,0.00287
0.903,132.009,0.562,-4.46,0.298,0.791,4,0.0296,68,0,8,221000,0.000187
0.585,109.942,0.775,-9.516,0.077,0.518,4,0.0271,74,0,10,337560,0.0422
0.957,105.105,0.606,-3.404,0.14,0.603,4,0.0814,72,1,2,213800,0.00117
0.94,100.99,0.438,-3.249,0.3,0.421,3,0.0452,73,1,2,261000,8.74E-05
0.795,79.028,0.801,-5.115,0.0717,0.754,4,0.0504,81,0,1,163253,0.0417
0.509,119.945,0.578,-6.229,0.344,0.586,4,0.0279,80,1,2,74379,0.13
0.62,117.038,0.741,-5.505,0.0398,0.934,4,0.0412,79,1,10,251424,0.0295
0.643,103.842,0.633,-8.122,0.78,0.472,4,0.0252,78,1,0,130385,0.106
0.593,120.509,0.565,-5.864,0.215,0.429,4,0.0883,78,1,8,157974,0.0288
0.749,164.959,0.593,-5.67,0.314,0.649,4,0.0475,77,1,5,309053,0.0113
0.518,151.891,0.815,-6.594,0.104,0.877,4,0.0897,77,0,7,177667,0.223
0.846,103.912,0.611,-5.9,0.0784,0.751,4,0.0436,77,1,11,162920,0.00509
0.924,168.017,0.598,-4.974,0.17,0.611,4,0.0623,76,0,6,162339,0.0205
0.828,112.056,0.654,-5.377,0.122,0.79,4,0.0281,76,0,1,183893,0.00146
0.901,113.967,0.621,-5.396,0.0875,0.744,4,0.0302,74,1,2,300773,0.17
0.509,119.869,0.898,-7.973,0.0876,0.727,4,0.062,74,1,5,181507,0.391
0.94,100.99,0.438,-3.249,0.3,0.421,3,0.0452,73,1,2,261000,8.74E-05
0.572,131.272,0.636,-7.797,0.0878,0.66,4,0.0913,73,1,9,192128,0.287
0.603,102.99,0.66,-7.7,0.0751,0.527,4,0.025,73,0,3,214087,0.00566
0.798,126.976,0.502,-5.909,0.0979,0.307,4,0.0414,72,1,1,234933,0.00291
0.684,209.688,0.633,-4.314,0.112,0.725,4,0.591,71,0,10,213573,0.314
0.351,87.057,0.665,-9.424,0.109,0.451,4,0.0276,71,1,2,126120,0.516
0.521,106.035,0.539,-7.46,0.367,0.679,4,0.0299,69,1,9,183440,0.00425
0.544,121.968,0.823,-10.077,0.108,0.826,4,0.0358,69,1,5,162663,0.389
0.658,150.093,0.615,-7.299,0.205,0.293,4,0.0343,68,1,5,227080,0.096
0.501,134.014,0.781,-9.767,0.0908,0.961,4,0.0333,68,1,3,177818,0.66
0.501,87.086,0.668,-13.119,0.194,0.858,4,0.0629,73,1,4,214880,0.342
0.361,121.059,0.606,-16.031,0.38,0.621,4,0.0346,70,1,9,173467,0.264
0.361,187.711,0.363,-14.398,0.154,0.612,3,0.0499,68,1,9,152867,0.623
0.586,78.259,0.434,-7.612,0.146,0.239,4,0.138,80,1,9,239613,0.753
0.545,159.94,0.545,-7.362,0.417,0.549,3,0.107,87,1,9,184516,0.667
0.364,75.24,0.524,-10.209,0.1,0.436,4,0.0367,84,1,7,209831,0.808
0.507,86.412,0.662,-8.238,0.0465,0.676,4,0.118,79,1,5,223440,0.257
0.607,81.001,0.684,-8.127,0.191,0.498,4,0.1,85,0,11,195373,0.0267
0.551,143.008,0.559,-7.231,0.11,0.392,4,0.132,86,1,5,201800,0.141
0.444,118.402,0.609,-9.129,0.104,0.166,3,0.106,81,1,7,228707,0.603
0.394,117.489,0.689,-10.102,0.0859,0.382,3,0.065,78,0,2,212992,0.711
0.551,92.887,0.911,-3.75,0.0863,0.969,4,0.045,78,0,8,265867,0.133
0.693,86.009,0.662,-4.298,0.145,0.655,4,0.0698,74,1,3,252120,0.134
0.684,112.912,0.692,-7.364,0.156,0.406,4,0.155,80,1,6,231253,0.131
0.239,113.451,0.372,-11.314,0.168,0.127,4,0.0296,79,0,6,102813,0.856
0.307,92.995,0.81,-7.215,0.0779,0.697,4,0.12,80,1,9,82509,0.16
0.352,102.679,0.45,-11.733,0.249,0.408,4,0.267,75,0,1,252747,0.649
0.695,90.119,0.665,-5.763,0.106,0.707,4,0.0532,72,1,0,227387,0.347
0.609,95.986,0.652,-7.519,0.233,0.482,3,0.037,76,0,11,210200,0.263
0.284,99.796,0.358,-8.285,0.183,0.276,3,0.0285,84,1,7,180853,0.805
0.344,65.203,0.583,-8.765,0.143,0.581,3,0.0559,78,1,2,110129,0.774
0.574,92.795,0.452,-8.336,0.189,0.578,4,0.311,78,1,6,207187,0.245
0.707,93.145,0.704,-6.537,0.318,0.761,4,0.0391,73,0,1,294787,0.539
0.612,86.768,0.536,-5.847,0.209,0.57,4,0.272,71,1,4,229040,0.119
0.735,88.98,0.644,-5.747,0.161,0.418,4,0.0391,86,1,8,153947,0.0521
0.503,137.007,0.646,-7.472,0.652,0.789,4,0.0312,77,1,2,96369,0.00426
0.552,90.098,0.641,-5.423,0.148,0.152,4,0.0283,76,0,1,254524,0.027
0.698,95.975,0.59,-4.262,0.107,0.352,4,0.0286,76,1,11,224093,0.000176
0.61,125.99,0.741,-7.34,0.534,0.72,4,0.0511,76,0,6,276960,0.316
0.705,96.644,0.838,-6.131,0.336,0.837,4,0.29,72,0,5,245093,0.195
0.378,141.967,0.617,-8.54,0.11,0.22,4,0.0315,76,1,9,216063,0.428
0.43,129.93,0.716,-8.28,0.146,0.472,4,0.112,74,0,9,171000,0.482
0.629,93.985,0.657,-4.938,0.254,0.726,4,0.0782,69,1,6,266893,0.194
0.493,82.887,0.347,-11.548,0.127,0.308,4,0.29,75,0,8,382760,0.455
0.594,135.002,0.795,-6.2,0.162,0.409,4,0.0748,77,1,0,275080,0.112
0.5,132.798,0.602,-9.377,0.295,0.395,4,0.298,75,1,8,223630,0.477
0.618,133.876,0.707,-5.825,0.293,0.517,4,0.19,72,0,1,231498,0.17
0.477,119.928,0.796,-7.161,0.12,0.685,4,0.108,70,1,1,231933,0.314
0.681,171.864,0.673,-5.693,0.235,0.707,4,0.118,77,1,1,232000,0.52
0.588,94.519,0.686,-8.343,0.0954,0.617,4,0.0554,75,0,7,249120,0.178
0.5,135.03,0.856,-9.393,0.104,0.886,4,0.18,75,1,11,177900,0.487
0.725,146.163,0.61,-5.131,0.154,0.291,4,0.15,73,1,8,201788,0.367
0.5,124.037,0.816,-4.551,0.0733,0.649,4,0.03,69,1,1,247840,0.0227
0.876,130.21,0.412,-6.008,0.297,0.706,5,0.472,73,0,5,273133,0.102
0.538,109.97,0.81,-5.783,0.0951,0.832,4,0.0357,74,0,0,266840,0.53
0.394,92.009,0.764,-8.559,0.117,0.465,4,0.152,75,1,8,158421,0.231
0.552,168.19,0.727,-8.074,0.198,0.607,4,0.14,77,0,2,289160,0.226
0.712,140.012,0.573,-5.976,0.167,0.346,4,0.0732,74,1,0,259720,0.0572
0.576,179.063,0.625,-5.693,0.187,0.235,4,0.175,68,0,11,193147,0.0543
0.366,73.313,0.4,-9.405,0.126,0.161,3,0.0597,73,0,8,272187,0.242
0.242,144.211,0.549,-11.692,0.127,0.286,4,0.038,71,1,5,180304,0.809
0.721,169.904,0.62,-5.538,0.563,0.77,4,0.0887,77,0,4,150361,0.0422
0.467,138.007,0.845,-7.674,0.0694,0.702,4,0.138,68,1,1,211200,0.0586
0.635,103.019,0.617,-6.769,0.164,0.446,4,0.0317,86,0,11,247160,0.0498
0.939,129.024,0.671,-3.206,0.298,0.53,4,0.161,84,1,8,252307,0.191
0.715,199.892,0.475,-5.371,0.135,0.159,4,0.058,83,1,8,205947,0.0863
0.823,128.035,0.646,-4.123,0.322,0.418,4,0.0394,82,0,2,227267,0.213
0.835,125.983,0.527,-5.298,0.249,0.654,4,0.0433,82,1,6,176658,0.0166
0.751,117.948,0.88,-4.258,0.106,0.884,4,0.0874,80,0,7,157606,0.177
0.685,118.02,0.782,-6.237,0.16,0.603,4,0.0309,80,1,4,180566,0.166
0.524,95.01,0.748,-5.599,0.111,0.661,4,0.0338,84,1,8,244960,0.414
0.627,179.642,0.468,-5.085,0.11,0.159,4,0.0476,80,1,6,212107,0.0281
0.856,127.949,0.596,-3.556,0.141,0.743,4,0.0346,81,0,4,222533,0.0211
0.77,125.905,0.694,-5.335,0.118,0.163,4,0.149,80,1,6,184560,0.176
0.963,129.992,0.581,-4.087,0.139,0.788,4,0.0981,82,1,11,204160,0.0295
0.787,126.062,0.604,-3.674,0.127,0.301,4,0.103,80,0,0,245040,0.0679
0.714,101.969,0.664,-6.645,0.0843,0.71,4,0.111,79,0,7,197933,0.0353
0.815,123.063,0.636,-5.098,0.163,0.636,4,0.0581,78,0,5,219043,0.0185
0.736,127.999,0.579,-3.863,0.198,0.613,4,0.0527,78,0,6,230613,0.31
0.777,130.003,0.73,-5.194,0.0691,0.575,4,0.0496,78,0,3,284867,0.105
0.869,159.805,0.533,-5.093,0.136,0.425,4,0.173,80,1,11,208373,0.156
0.857,128.024,0.414,-4.078,0.343,0.348,4,0.0808,79,0,0,212960,0.0287
0.86,127.075,0.608,-5.324,0.262,0.437,4,0.0554,77,0,5,232947,0.0991
0.811,116.047,0.794,-8.966,0.101,0.862,4,0.038,77,0,6,248413,0.0426
0.741,123.077,0.646,-4.973,0.312,0.571,4,0.034,77,0,5,203000,0.0275
0.519,133.99,0.501,-5.88,0.454,0.168,4,0.0409,77,0,4,195707,0.109
0.717,121.985,0.793,-4.759,0.226,0.466,4,0.0393,76,0,0,195547,0.0927
0.685,130.039,0.772,-6.849,0.131,0.501,4,0.0696,76,1,5,283400,0.019
0.927,123.962,0.631,-2.787,0.148,0.465,4,0.0332,77,0,9,222160,0.199
0.593,119.958,0.79,-9.204,0.065,0.72,4,0.0776,75,0,1,206067,0.0983
0.766,127.975,0.735,-4.485,0.108,0.6,4,0.0383,75,1,1,215227,0.025
0.51,119.994,0.829,-9.334,0.0829,0.45,4,0.0369,75,0,5,208133,0.00821
0.869,127.966,0.616,-3.911,0.064,0.473,4,0.0327,76,1,0,234560,0.0283
0.915,126.094,0.544,-3.405,0.115,0.51,4,0.0841,76,1,8,184280,0.129
0.741,119.896,0.72,-6.529,0.289,0.357,4,0.0287,75,0,10,198053,0.101
0.697,122.746,0.613,-8.618,0.332,0.476,4,0.133,74,1,2,320357,0.0194
0.634,113.927,0.704,-7.374,0.0952,0.411,4,0.0428,74,0,11,271640,0.393
0.861,117.965,0.73,-4.1,0.213,0.704,4,0.0451,74,1,1,196613,0.39
0.989,126.002,0.621,-4.225,0.184,0.0348,4,0.0434,74,0,10,158095,0.015
0.805,126.008,0.506,-4.119,0.0856,0.383,4,0.0469,74,1,1,227074,0.00711
0.695,104.879,0.583,-5.336,0.0527,0.224,4,0.0423,73,1,9,220573,0.0138
0.862,128.036,0.498,-6.02,0.352,0.469,4,0.0588,73,0,7,192294,0.000313
0.857,119.975,0.56,-4.145,0.381,0.432,4,0.0384,73,0,4,215360,0.0594
0.781,128,0.509,-3.48,0.0749,0.176,4,0.072,73,1,8,271427,0.0398
0.73,85.979,0.596,-4.091,0.325,0.525,4,0.151,73,1,9,192560,0.24
0.568,117.973,0.78,-6.96,0.0698,0.459,4,0.031,73,0,2,186147,0.668
0.463,121.999,0.778,-7.603,0.0731,0.496,4,0.0389,73,1,11,194840,0.546
0.774,112.05,0.674,-7.567,0.393,0.33,4,0.0892,73,0,11,176547,0.0686
0.81,126.052,0.572,-5.791,0.13,0.11,4,0.0558,72,0,1,214912,0.0157
0.781,119.977,0.751,-3.724,0.036,0.814,4,0.0862,72,1,4,202613,0.0039
0.586,120.97,0.799,-6.735,0.193,0.549,4,0.0377,72,1,11,227833,0.162
0.72,122.031,0.789,-5.652,0.129,0.664,4,0.218,72,0,8,166794,0.223
0.62,120.031,0.798,-7.079,0.112,0.235,4,0.232,72,0,8,164000,0.414
0.622,102.04,0.69,-5.025,0.116,0.544,4,0.0622,73,0,5,210091,0.253
0.736,130.011,0.75,-4.168,0.265,0.355,4,0.155,72,0,5,262147,0.0202
0.802,100.001,0.713,-7.055,0.309,0.343,4,0.0561,71,1,4,226739,0.0435
0.906,125.916,0.711,-2.671,0.153,0.824,4,0.0284,71,1,8,157153,0.00952
0.921,130.072,0.691,-1.702,0.331,0.8,4,0.0533,71,0,8,201000,0.173
0.795,121.294,0.956,-5.311,0.0906,0.841,4,0.15,71,1,7,429533,0.00356
0.833,129.885,0.551,-5.217,0.0632,0.145,5,0.03,70,1,8,204360,0.0391
0.817,128.078,0.883,-5.414,0.11,0.595,4,0.235,70,1,0,166849,0.601
0.748,125.896,0.503,-4.124,0.343,0.356,4,0.0619,70,1,5,210013,0.0305
0.392,75.066,0.599,-6.869,0.131,0.26,4,0.0257,70,0,10,282813,0.378
0.604,159.92,0.561,-4.409,0.104,0.242,3,0.0337,81,1,9,210689,0.199
0.473,152.88,0.591,-8.122,0.108,0.451,4,0.0708,70,0,7,216524,0.694
0.592,157.969,0.521,-7.777,0.122,0.535,3,0.0304,100,0,6,251668,0.308
0.507,104.978,0.747,-10.171,0.117,0.438,4,0.0358,97,1,2,210373,0.2
0.582,116.712,0.7,-5.96,0.0881,0.785,4,0.0356,94,0,11,218424,0.0502
0.76,103.969,0.701,-5.478,0.185,0.69,4,0.0285,90,1,0,175459,0.107
0.604,159.92,0.561,-4.409,0.104,0.242,3,0.0337,89,1,9,210689,0.199
0.882,148.038,0.569,-2.777,0.142,0.201,4,0.06,88,0,3,191701,0.0316
0.601,123.994,0.635,-6.129,0.11,0.332,4,0.0295,88,0,1,172533,0.246
0.757,139.982,0.742,-4.981,0.305,0.957,4,0.0421,88,1,6,184841,0.0187
0.472,101.061,0.898,-7.001,0.141,0.214,4,0.0776,88,1,1,274192,0.0107
0.583,181.489,0.432,-4.682,0.0933,0.544,4,0.0687,87,1,8,161831,0.174
0.709,81.012,0.722,-4.95,0.0804,0.604,4,0.0273,86,1,9,171292,0.0633
0.782,119.992,0.727,-8.529,0.225,0.655,4,0.042,86,0,8,177599,0.0563
0.745,180.098,0.464,-3.202,0.363,0.262,4,0.161,85,0,4,190667,0.0235
0.586,107.071,0.669,-6.073,0.104,0.579,4,0.054,88,1,9,186365,0.274
0.965,128.04,0.561,-3.673,0.371,0.304,4,0.0343,85,0,7,175238,0.00383
0.544,132.052,0.571,-10.613,0.322,0.216,4,0.0299,85,1,6,132631,0.453
0.854,140.515,0.477,-4.715,0.065,0.314,5,0.275,85,1,7,179790,0.0858
0.471,105.029,0.472,-5.692,0.14,0.219,3,0.0603,85,1,10,180304,0.151
0.667,130.019,0.776,-6.622,0.0761,0.618,4,0.0983,85,1,7,145219,0.0146
0.946,151.647,0.599,-4.263,0.0826,0.747,4,0.0447,84,1,11,142515,0.000938
0.855,127.986,0.638,-4.86,0.245,0.731,4,0.0264,84,1,7,178206,0.00757
0.642,179.974,0.745,-6.257,0.0658,0.226,4,0.287,84,0,7,131240,0.0204
0.829,139.198,0.476,-3.806,0.167,0.505,4,0.0658,84,0,10,133227,0.0172
0.552,144.941,0.64,-5.679,0.119,0.112,4,0.129,84,1,2,228267,0.0215
0.453,139.943,0.915,-4.589,0.104,0.287,4,0.27,84,0,10,144000,0.0872
0.787,119.996,0.704,-6.751,0.159,0.31,4,0.0462,83,0,11,214000,0.00926
0.618,126.031,0.853,-10.833,0.0972,0.32,4,0.0923,83,1,6,145599,0.633
0.751,129.994,0.701,-8.39,0.15,0.22,4,0.0502,83,1,0,218005,0.123
0.957,126.035,0.804,-5.452,0.114,0.962,4,0.034,83,1,0,151740,0.125
0.457,146.04,0.592,-6.081,0.146,0.225,4,0.0603,82,0,9,110886,0.661
0.792,100.011,0.687,-2.749,0.167,0.671,4,0.0452,82,1,5,214290,0.191
0.676,162.012,0.814,-4.67,0.119,0.312,4,0.231,83,0,11,267707,0.00709
0.522,89.96,0.755,-4.368,0.0685,0.925,4,0.0575,82,1,2,157560,0.533
0.622,130.001,0.847,-6.747,0.285,0.22,4,0.0903,82,0,1,125040,0.119
0.668,90.969,0.646,-5.203,0.212,0.64,4,0.0282,82,1,2,148318,0.491
0.733,172.09,0.625,-8.757,0.375,0.244,4,0.0488,81,1,2,270698,0.00598
0.642,83.389,0.463,-4.474,0.0686,0.339,4,0.34,82,1,1,189893,0.314
0.761,129.963,0.634,-4.752,0.549,0.785,4,0.0472,81,1,5,168454,0.00537
0.537,128.009,0.921,-5.723,0.102,0.711,4,0.0804,81,0,9,135090,0.556
0.745,165.995,0.808,-5.26,0.292,0.829,4,0.342,81,0,10,210800,0.145
0.741,120.064,0.771,-7.132,0.111,0.19,4,0.0374,81,0,5,152250,0.0245
0.727,130.035,0.887,-4.318,0.213,0.932,4,0.135,82,0,4,90760,0.381
0.95,150.019,0.673,-5.149,0.398,0.563,4,0.0488,81,1,11,140000,0.0229
0.62,120.042,0.857,-8.13,0.0934,0.796,4,0.0472,81,1,0,133805,0.646
0.887,127.003,0.936,-2.76,0.0582,0.889,4,0.0683,81,0,9,227239,0.0292
0.646,115.842,0.645,-8.334,0.074,0.295,4,0.0427,81,1,5,228639,0.0615
0.586,116.971,0.896,-6.687,0.79,0.642,4,0.0559,81,0,10,196653,0.104
0.558,104.983,0.943,-4.911,0.0937,0.606,4,0.0568,81,1,2,138411,0.0026
0.75,155.096,0.732,-6.366,0.109,0.401,4,0.231,81,0,11,182707,0.00264
0.764,140.113,0.882,-5.241,0.119,0.886,4,0.204,81,1,11,140733,0.359
0.632,121.031,0.762,-8.312,0.18,0.282,4,0.085,81,0,6,149067,0.51
0.512,80.511,0.829,-5.865,0.12,0.638,4,0.187,80,0,6,123987,0.492
0.716,91.007,0.701,-3.671,0.324,0.732,4,0.0361,80,0,7,140533,0.174
0.773,129.923,0.681,-4.706,0.0978,0.504,4,0.0345,80,1,1,107077,0.0863
0.673,165.921,0.529,-4.711,0.093,0.366,4,0.175,80,1,0,218365,0.000307
0.583,116.624,0.709,-5.298,0.195,0.533,4,0.204,79,0,5,182667,0.138
0.797,122.011,0.702,-6.635,0.179,0.0356,4,0.0557,79,0,10,208525,0.583
0.681,139.057,0.918,-4.705,0.0615,0.706,4,0.201,79,1,1,229133,0.263
0.753,127.926,0.671,-6.045,0.177,0.543,4,0.0298,79,0,4,207168,0.019
0.761,146.003,0.62,-7.282,0.269,0.194,4,0.175,79,0,10,209483,0.207
0.452,90.026,0.904,-7.272,0.115,0.613,4,0.132,78,1,9,130944,0.174
0.512,96.02,0.803,-6.871,0.0928,0.435,4,0.066,78,0,9,161342,0.128
0.643,139.948,0.831,-5.002,0.084,0.142,4,0.11,78,1,1,383639,0.046
0.567,75.965,0.574,-7.126,0.258,0.526,4,0.465,78,0,7,229938,0.164
0.593,120.509,0.565,-5.864,0.215,0.429,4,0.0883,78,1,8,157974,0.0288
0.83,75.023,0.767,-8.78,0.0582,0.187,4,0.206,77,1,7,139300,0.209
0.523,169.982,0.628,-8.307,0.219,0.416,4,0.0946,77,0,11,172965,0.701
0.934,88.009,0.777,-0.959,0.275,0.637,4,0.254,77,1,2,166449,0.285
0.927,109.952,0.755,0.254,0.0567,0.702,4,0.0645,77,0,11,115348,0.00288
0.62,117.038,0.741,-5.505,0.0398,0.934,4,0.0412,77,1,10,251424,0.0295
0.64,130.051,0.537,-10.441,0.157,0.222,4,0.104,77,1,1,103495,0.146
0.963,130.028,0.817,-3.318,0.312,0.502,4,0.0353,77,1,1,75692,0.0683
0.556,99.974,0.864,-7.683,0.112,0.726,4,0.194,77,0,2,230480,0.255
0.803,130.028,0.877,-3.195,0.087,0.795,4,0.0507,77,1,9,61673,0.734
0.573,140.04,0.911,-7.43,0.403,0.972,4,0.288,77,1,6,97393,0.38
0.629,130.017,0.848,-6.198,0.049,0.586,4,0.0424,77,1,0,153519,0.016
0.777,108.005,0.58,-5.69,0.342,0.589,4,0.0655,76,1,3,178273,0.104
0.539,158.105,0.65,-7.281,0.114,0.253,4,0.0561,76,1,1,121399,0.00617
0.672,136.902,0.673,-8.577,0.193,0.14,4,0.224,76,1,8,260111,0.0466
0.818,125.952,0.687,-4.221,0.248,0.886,4,0.0778,76,1,0,165753,0.0112
0.687,123.01,0.755,-6.247,0.125,0.381,4,0.101,76,0,8,265360,0.183
0.919,151.221,0.83,-2.12,0.0757,0.848,4,0.145,76,0,10,96947,0.503
0.738,130,0.593,-2.956,0.292,0.591,4,0.0351,75,0,11,134785,0.269
0.81,150.251,0.613,-6.16,0.137,0.686,4,0.488,75,1,1,116104,0.832
0.967,149.036,0.628,-4.068,0.274,0.399,4,0.0485,75,1,1,151589,0.0398
0.897,129.975,0.686,-7.18,0.153,0.355,4,0.0386,75,0,11,163139,0.0103
0.793,120.003,0.696,-5.733,0.18,0.698,4,0.097,75,1,8,172253,0.0683
0.781,128.001,0.805,-7.225,0.0598,0.818,4,0.0434,74,0,1,220000,0.002
0.848,135.048,0.721,-3.371,0.097,0.774,4,0.0266,74,1,9,129800,0.26
0.742,114.071,0.773,-3.678,0.0754,0.571,4,0.046,74,0,5,165265,0.0206
0.527,77.499,0.824,-5.506,0.368,0.212,4,0.118,74,1,8,155391,0.149
0.655,163.997,0.475,-7.342,0.375,0.245,4,0.33,74,0,11,247444,0.0306
0.895,125.985,0.762,-4.562,0.204,0.757,4,0.0734,73,1,8,182857,0.00623
0.915,154.964,0.737,-2.749,0.084,0.304,4,0.0412,73,1,0,86710,0.00322
0.85,106.036,0.815,-4.704,0.0245,0.694,4,0.113,73,0,4,133707,0.0232
0.546,118.051,0.76,-13.092,0.103,0.113,4,0.0616,73,1,11,170847,0.0284
0.86,146.441,0.585,-5.274,0.18,0.607,4,0.116,73,1,6,102557,0.0566
0.636,75.486,0.654,-6.904,0.412,0.267,4,0.0845,73,1,8,140107,0.00258
0.765,145.988,0.588,-5.914,0.2,0.492,4,0.0518,73,0,3,220878,0.00685
0.758,165.409,0.681,-6.524,0.555,0.331,4,0.188,73,1,1,220584,0.00465
0.683,145.379,0.501,-7.881,0.0685,0.623,5,0.211,71,0,6,161379,0.109
0.819,110.14,0.726,-7.094,0.27,0.636,4,0.106,70,1,8,141818,0.477
0.529,112.014,0.782,-8.626,0.413,0.44,4,0.0592,69,1,0,156429,0.509
0.634,101.837,0.502,-3.367,0.188,0.645,3,0.144,72,0,8,219628,0.677
0.841,147.989,0.754,-4.563,0.0903,0.838,4,0.0921,68,1,2,137684,0.136
0.814,93.482,0.683,-3.505,0.0858,0.758,4,0.0466,78,1,2,156826,0.277
0.792,113.981,0.749,-4.621,0.0712,0.903,4,0.0402,76,1,5,172632,0.308
0.705,197.98,0.374,-8.37,0.14,0.718,5,0.145,68,1,11,193567,0.172
0.648,93.2,0.737,-5.493,0.105,0.746,4,0.138,77,1,1,259354,0.252
0.719,113.012,0.897,-7.164,0.0677,0.546,4,0.157,71,0,6,157756,0.116
0.52,95.865,0.578,-8.399,0.124,0.425,4,0.151,68,0,11,154579,0.554
0.651,67.813,0.49,-6.259,0.108,0.567,5,0.138,68,1,11,180594,0.714
0.935,166.008,0.574,-2.783,0.367,0.836,4,0.0926,72,1,1,213234,0.112
0.941,101.921,0.577,-5.17,0.0891,0.292,4,0.105,72,1,1,193495,0.00207
0.794,149.923,0.531,-4.363,0.082,0.775,4,0.0964,77,1,10,288200,0.0176
0.898,151.99,0.479,-4.809,0.297,0.639,4,0.169,71,1,1,196467,0.0134
0.822,157.013,0.853,-6.836,0.166,0.746,4,0.246,80,0,6,168136,0.0841
0.905,141.131,0.545,-3.823,0.182,0.735,4,0.0684,73,1,5,243027,0.103
0.571,101.955,0.695,-6.249,0.118,0.726,4,0.111,70,0,11,270705,0.032
0.811,139.959,0.693,-5.765,0.106,0.944,4,0.0313,69,1,5,153626,0.395
0.808,115.063,0.576,-4.241,0.127,0.172,4,0.0407,68,1,1,123293,0.00615
0.951,169.955,0.436,-4.748,0.149,0.428,4,0.202,68,0,7,223320,0.0046
0.514,82.05,0.829,-5.333,0.231,0.757,4,0.0531,68,1,2,226558,0.439
0.836,105.173,0.543,-9.11,0.153,0.56,4,0.0353,75,0,4,515387,0.000647
0.908,159.756,0.285,-4.601,0.311,0.669,4,0.0705,71,0,4,252733,0.0318
0.704,118.242,0.43,-8.008,0.0933,0.703,4,0.0804,73,0,1,315120,0.000155
0.934,127.066,0.417,-3.908,0.132,0.287,4,0.119,83,0,7,210240,0.000278
0.891,92.049,0.283,-8.165,0.159,0.226,4,0.178,68,1,2,258267,0.00678
0.695,102.178,0.437,-9.447,0.124,0.413,3,0.0617,72,1,7,447440,0.00111
0.763,148.366,0.365,-9.45,0.0865,0.342,4,0.0591,69,0,11,204867,0.00726
0.908,114.816,0.415,-9.701,0.082,0.437,4,0.0765,71,1,2,243533,0.00437
0.982,143.772,0.354,-3.026,0.204,0.194,4,0.168,80,0,4,252613,0.000237
0.828,123.257,0.577,-8.691,0.0581,0.604,4,0.0298,79,0,6,331267,0.00213
0.916,118.004,0.58,-4.358,0.126,0.683,4,0.0387,75,0,3,305907,0.000297
0.898,103.299,0.353,-5.877,0.39,0.525,4,0.052,77,1,2,255733,2.23E-05
0.963,125.033,0.59,-6.489,0.0781,0.586,4,0.0676,77,0,0,222827,8.75E-05
0.949,129.984,0.554,-4.928,0.2,0.233,4,0.0787,70,1,2,374453,0.000318
0.781,71.841,0.443,-4.277,0.166,0.372,4,0.0377,77,1,1,214760,1.33E-05
0.714,107.441,0.567,-8.512,0.186,0.191,3,0.0302,68,0,9,403533,0.0012
0.821,94.895,0.669,-4.37,0.147,0.684,4,0.29,76,0,11,237573,0.00182
0.72,103.314,0.916,-8.548,0.0958,0.761,4,0.1,79,1,0,237000,0.36
0.661,76.71,0.836,-6.502,0.449,0.753,4,0.338,68,0,7,213200,0.0208
0.733,95.107,0.883,-9.153,0.334,0.946,4,0.128,68,0,11,245000,0.161
0.463,124.084,0.929,-8.651,0.0634,0.755,4,0.308,70,1,9,255840,0.143
0.775,93.431,0.816,-3.323,0.0543,0.527,4,0.234,81,1,11,270587,0.16
0.697,93.941,0.901,-3.439,0.287,0.67,4,0.28,78,1,9,229827,0.145
0.505,99.935,0.535,-8.926,0.0923,0.495,4,0.245,74,0,2,320267,0.0393
0.63,95,0.874,-3.585,0.0582,0.717,4,0.298,74,1,1,281600,0.0578
0.786,93.857,0.763,-6.472,0.0817,0.504,4,0.229,74,0,10,325507,0.0146
0.706,174.039,0.584,-7.899,0.125,0.579,4,0.366,73,0,10,253533,0.209
0.62,94.121,0.9,-6.518,0.0647,0.867,4,0.312,72,0,4,236800,0.2
0.818,96.063,0.889,-4.639,0.179,0.782,4,0.253,73,1,9,302760,0.47
0.821,94.895,0.669,-4.37,0.147,0.684,4,0.29,76,0,11,237573,0.00182
0.514,181.033,0.512,-11.562,0.126,0.565,4,0.387,72,0,11,252027,0.555
0.611,102.304,0.897,-10.489,0.0894,0.769,4,0.211,70,1,11,208267,0.0291
0.734,97.044,0.918,-2.832,0.191,0.608,4,0.269,70,0,11,230693,0.0296
0.91,84.099,0.665,-4.682,0.227,0.887,4,0.223,70,0,6,293973,0.0394
0.735,101.368,0.934,-6.668,0.107,0.768,4,0.251,69,1,1,273107,0.031
