artists,track_name,popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Jorge Drexler,Princesa bacana,28,190000,0.718,0.428,-13.17,0.0307,0.676,0.00865,0.159,0.551,139.956,4
Jackie Mittoo,Wall Street,29,434600,0.827,0.359,-12.863,0.0909,0.332,0.703,0.0911,0.684,135.421,4
Plastilina Mosh,Human Disco Ball,28,214266,0.806,0.99,-7.994,0.0455,0.000385,0.509,0.0305,0.921,125.026,4
Los Amigos Invisibles,Cachete a Cachete,30,287533,0.781,0.755,-7.015,0.0395,0.564,0.00267,0.126,0.597,118.168,4
Criolo,Coroné Antonio Bento,28,202040,0.51,0.933,-4.89,0.18,0.0185,0,0.278,0.789,176.083,4
BaianaSystem,Corneteiro Luís,30,219826,0.764,0.857,-4.618,0.0323,0.289,0.0528,0.245,0.792,126.009,4
Jorge Drexler,Aquellos tiempos,29,200026,0.552,0.499,-12.078,0.131,0.65,0.0685,0.117,0.665,131.952,4
El Michels Affair,C.R.E.A.M.,55,174826,0.571,0.508,-8.118,0.0254,0.532,0.951,0.161,0.102,96.825,4
Limoblaze;Moses Bliss,Grateful,45,224634,0.729,0.866,-5.656,0.193,0.267,0,0.146,0.711,131.913,4
CalledOut Music,Shout to the Lord,38,158000,0.599,0.499,-14.386,0.196,0.105,0,0.0986,0.765,159.915,4
Limoblaze;Emandiong,Desire,49,204521,0.699,0.858,-6.603,0.089,0.0332,0.000204,0.0978,0.432,115.113,4
Mulatu Astatke,Tezeta (Nostalgia),52,376640,0.547,0.356,-10.199,0.0366,0.954,0.917,0.0891,0.504,81.032,3
TJ Cream,The Vibe,26,163500,0.827,0.604,-8.976,0.244,0.643,1.86E-05,0.163,0.766,140.923,4
Caê,O Caçador e a Flecha,25,211850,0.795,0.598,-7.021,0.0329,0.312,0.00807,0.0552,0.883,108.992,4
Afrocidade,LadoB,25,180000,0.655,0.774,-5.295,0.171,0.0283,0.00235,0.0651,0.462,192.004,4
Jor'dan Armstrong,YOU,27,188133,0.701,0.718,-5.677,0.0301,0.00647,0,0.173,0.608,93.028,4
BaianaSystem,BembaDub,26,168560,0.353,0.721,-6.3,0.129,0.0643,0.344,0.112,0.652,170.026,3
Criolo,Dilúvio de Solidão,24,158040,0.73,0.646,-6.751,0.0345,0.669,0.00171,0.0866,0.938,98.012,4
Sarah Téibo;Sigag Lauren;Paola Carla,Belongs to You - EDM Remix,26,187500,0.746,0.828,-6.568,0.0409,0.113,0.0028,0.0635,0.31,104.974,4
Timoneki;Silvana Estrada,Mi Gente,25,237613,0.498,0.695,-6.89,0.0335,0.055,9.90E-06,0.126,0.59,175.815,4
Jorge Drexler,No pienses de más,27,190000,0.706,0.608,-8.304,0.031,0.227,4.36E-05,0.112,0.215,120.407,4
Jorge Drexler,Codo Con Codo,27,105438,0.667,0.218,-10.563,0.0351,0.941,1.45E-06,0.191,0.224,113.842,4
Becca Folkes;Happi,12 Rounds (feat. Happi),25,166373,0.725,0.611,-7.218,0.128,0.086,0,0.504,0.415,101.012,4
La Misa Negra,Dueña de Mi,25,183213,0.587,0.686,-5.113,0.122,0.00428,0.00705,0.0428,0.71,183.938,4
Jor'dan Armstrong,GRACE,27,255761,0.681,0.579,-6.141,0.0434,0.212,0,0.333,0.588,120.037,4
Thiago França,Cumbia Cumbia,25,207307,0.893,0.728,-7.742,0.0893,0.327,0.000288,0.041,0.924,94.067,4
Money Chicha,Quieren Efectos,24,167217,0.553,0.773,-6.446,0.0343,0.173,0.865,0.185,0.597,96.617,4
Criolo,Lá Vem Você,26,220320,0.784,0.597,-6.307,0.068,0.685,0.000273,0.11,0.961,81.984,4
Breakestra,Show & Prove,26,177453,0.668,0.874,-2.771,0.0731,0.587,0,0.109,0.836,107.346,4
Metá Metá,Tristeza Não,27,134008,0.719,0.202,-9.86,0.0593,0.819,0.000266,0.0692,0.806,75.073,4
Criolo,Nas Águas,24,235560,0.756,0.652,-5.466,0.0501,0.742,8.49E-06,0.079,0.697,115.83,4
Criolo,Menino Mimado,25,227640,0.827,0.603,-5.248,0.0354,0.552,0.000798,0.214,0.83,144.001,4
Africania,Oxalá Babá,26,193893,0.893,0.671,-8.777,0.0619,0.646,0.2,0.117,0.933,99.998,4
Samuca e a Selva,Vem,24,73293,0.596,0.358,-13.075,0.0366,0.221,0.00233,0.19,0.606,81.112,3
Jorge Drexler,Gracias - Cara B,26,228413,0.707,0.283,-16.795,0.0652,0.848,0.00054,0.339,0.796,79.771,4
Jorge Drexler,Durante,27,197506,0.608,0.706,-10.1,0.138,0.00226,0.000728,0.329,0.504,177.914,4
Los Amigos Invisibles,Dame el Mambo,28,268580,0.738,0.868,-5.411,0.061,0.00763,0.0638,0.0844,0.802,119.988,4
Juanafé,Venga Mi Vida,26,311453,0.698,0.542,-5.923,0.0276,0.639,0.000261,0.104,0.724,88.058,4
Afrocidade,Eu Vou no Gueto,26,234626,0.762,0.902,-4.341,0.0507,0.0256,3.93E-05,0.198,0.882,133.984,4
Los Amigos Invisibles;Superthriller,Give us your money (feat. Superthriller),27,258104,0.776,0.793,-7.276,0.16,0.0702,7.82E-06,0.288,0.771,112.003,4
Los Amigos Invisibles,No Es Fácil Amar,29,249520,0.732,0.825,-7.509,0.0453,0.0707,0.00598,0.204,0.79,117.893,4
Abayomy Afrobeat Orquestra,Abra Sua Cabeça,25,387165,0.695,0.895,-8.202,0.048,0.116,0.734,0.311,0.962,120.069,4
Jorge Drexler,Corazón de cristal,27,253293,0.686,0.212,-16.961,0.0495,0.791,5.73E-05,0.288,0.189,134.12,4
Calle 13,Intro Crónica De Un Nacimiento,27,95733,0.443,0.453,-9.763,0.12,0.532,0,0.167,0.477,93.877,1
Los Amigos Invisibles,Viajero Frecuente del Amor,28,252106,0.609,0.92,-4.989,0.034,0.00647,0.143,0.194,0.661,133.924,4
Newen Afrobeat,Open Your Eyes,25,479053,0.802,0.702,-7.722,0.0525,0.229,0.581,0.173,0.855,113.073,4
The Budos Band,Magus Mountain,27,319026,0.486,0.803,-6.157,0.0363,7.89E-05,0.854,0.222,0.253,105.904,4
BaianaSystem;Bule Bule,Vixe,26,66706,0.474,0.625,-6.241,0.0443,0.87,0.00138,0.237,0.553,108.396,4
BaianaSystem;Tonho Matéria,Catraca,28,126120,0.742,0.939,-4.784,0.106,0.363,0.00604,0.157,0.965,154.955,4
BaianaSystem;Claudia Manzo,Capucha,28,174680,0.736,0.938,-4.176,0.156,0.168,5.29E-05,0.215,0.561,104.981,4
Plastilina Mosh,I´ve Got That Milton Pacheco Kinda Feeling - Melancolic Mix,28,262480,0.555,0.665,-10.47,0.0622,0.0352,0.596,0.116,0.399,178.064,4
Plastilina Mosh,Monster Truck,28,258160,0.583,0.932,-7.734,0.0762,0.00208,0.0119,0.0674,0.492,96.899,4
BaianaSystem;Céu,O Que Não Me Destrói Me Fortalece,27,232773,0.737,0.571,-6.756,0.0303,0.0585,0.000707,0.126,0.655,119.054,4
Jorge Drexler,Camino a La Paloma,25,175866,0.778,0.243,-15.168,0.0596,0.64,0.00204,0.0823,0.714,166.027,3
Jorge Drexler,Madre Tierra,26,210266,0.594,0.305,-12.028,0.0482,0.718,0.0231,0.108,0.694,166.7,4
Jackie Mittoo,Killer Diller,27,167493,0.591,0.748,-7.136,0.0292,0.0679,0.837,0.286,0.961,127.636,4
Los Amigos Invisibles,Invisible Love,29,274346,0.731,0.747,-6.612,0.0305,0.0136,0.0301,0.09,0.962,125.98,4
Prinx Emmanuel;Grace Lokwa,Kumama Papa - Tiktok refix version,44,124840,0.631,0.502,-10.195,0.242,0.835,3.75E-05,0.155,0.776,156.183,4
Cymande,Dove,48,655440,0.439,0.475,-12.559,0.0361,0.449,0.253,0.0903,0.428,111.717,4
Menahan Street Band,The Traitor,55,162266,0.628,0.585,-8.036,0.0421,0.147,0.927,0.0465,0.618,100.95,4
Monophonics;Kelly Finnigan,Last One Standing,53,436840,0.588,0.576,-6.945,0.0367,0.218,0.0357,0.172,0.66,129.155,4
Jorge Drexler,Tu piel,24,203000,0.868,0.367,-13.304,0.039,0.303,0.0066,0.0895,0.522,130.038,4
Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,Segura,23,238293,0.538,0.533,-12.113,0.0518,0.0184,0.0133,0.109,0.365,74.973,4
Criolo,Espiral de Ilusão,24,220800,0.772,0.33,-9.51,0.0342,0.886,0.001,0.136,0.472,124.041,4
Jor'dan Armstrong,Tomorrow,24,237584,0.547,0.627,-7.311,0.0359,0.0513,0.00145,0.112,0.615,174.967,4
Breakestra;Choklate,Take My Time,25,300973,0.641,0.884,-5.472,0.0602,0.0567,0,0.0219,0.883,104.962,4
Jor'dan Armstrong,SHE,25,224000,0.704,0.692,-6.2,0.186,0.223,0,0.0796,0.614,92.527,4
Jorge Drexler,Vaivén,25,175026,0.561,0.346,-17.938,0.0555,0.701,0.0129,0.0922,0.775,112.232,4
QUITAPENAS,Papaya,22,201116,0.568,0.901,-5.337,0.0983,0.0894,0.000215,0.184,0.745,78.567,4
Morbo y Mambo,Rogers Nelson,25,322700,0.683,0.536,-8.362,0.0465,0.115,0.692,0.179,0.845,83.986,4
Los Amigos Invisibles,Cool Love 3,25,37702,0.549,0.489,-13.621,0.0458,0.35,0.926,0.122,0.648,77.593,1
Calle 13,Esto Con Eso,25,250080,0.659,0.74,-6.524,0.198,0.108,0,0.115,0.91,190.001,4
The Bongo Hop;Dafuniks,The Red Hill,24,166866,0.776,0.788,-7.785,0.18,0.0732,0.0578,0.0773,0.871,99.91,4
La Cumbia Chicharra;Emilie Rambaud,Mapalé,23,261240,0.595,0.633,-9.633,0.165,0.0172,0.209,0.0911,0.888,146.919,4
Fela Kuti,Water No Get Enemy,48,591693,0.641,0.926,-7.718,0.0572,0.11,0.0246,0.09,0.883,90.934,4
Cymande,Brothers On The Slide,56,251400,0.815,0.602,-10.192,0.196,0.3,0.00548,0.0737,0.805,109.704,4
Jor'dan Armstrong,Clout,25,217674,0.699,0.62,-4.885,0.185,0.0887,0,0.17,0.311,158.04,4
Los Amigos Invisibles,Llegaste Tarde,26,416040,0.49,0.82,-7.138,0.0684,0.799,0.0558,0.131,0.854,102.572,4
Calle 13,Tal Para Cual,27,227826,0.726,0.871,-4.826,0.111,0.0714,7.87E-06,0.157,0.773,175.999,4
Orgone,Duck and Cover,25,169800,0.786,0.729,-8.323,0.0425,0.0484,0.844,0.151,0.907,100.995,4
Jorge Drexler,Una canción me trajo hasta aquí,26,198773,0.669,0.843,-5.726,0.03,0.0641,0.000297,0.109,0.842,131.461,4
La Misa Negra,Cumbia Milagrosa,23,203646,0.525,0.424,-9.356,0.101,0.00552,0.0044,0.062,0.631,203.01,4
Afrocidade,Direto de Camaçacity,25,173071,0.821,0.779,-4.283,0.113,0.0976,0,0.0659,0.464,105.003,4
Samuca e a Selva,Feitiço,24,262731,0.868,0.793,-3.828,0.0315,0.255,1.31E-06,0.0884,0.972,121.977,4
Grupo Fantasma,Arroz Con Frijoles,24,241520,0.382,0.931,-7.296,0.0591,0.137,0.649,0.0553,0.801,105.214,4
Jorge Drexler,Disneylandia - Cara B,25,285880,0.575,0.295,-19.252,0.204,0.877,0.000763,0.336,0.564,79.991,4
Calle 13,Los De Atrás Vienen Conmigo,26,216093,0.641,0.66,-5.595,0.357,0.208,0,0.128,0.549,169.881,4
Juanafé,El Volcán,25,174102,0.715,0.897,-4.822,0.0635,0.432,0,0.15,0.839,96.891,3
The Bongo Hop;Maikcel,Pa' Congo,24,221406,0.723,0.951,-5.076,0.0467,0.0681,0.0034,0.0478,0.762,110.076,4
The Budos Band,Black Hills,24,268333,0.44,0.728,-5.895,0.0348,0.00144,0.848,0.253,0.518,136.243,4
Samuca e a Selva,Feitiço,24,262425,0.869,0.797,-4.455,0.0318,0.414,0,0.0852,0.973,121.996,4
Juanafé;La Flor del Recuerdo,Mi Último Fracaso,23,265086,0.457,0.332,-10.365,0.0356,0.791,8.22E-06,0.102,0.305,164.096,3
William Onyeabor,Beautiful Baby,24,505973,0.852,0.442,-9.292,0.0403,0.446,0.228,0.0879,0.946,107.426,4
Juanafé;Carmen Lienqueo,Canto para Siempre,24,319077,0.43,0.829,-9.146,0.162,0.0845,0,0.112,0.445,141.277,3
Los Amigos Invisibles,Es la Verdad,26,305693,0.623,0.952,-7.348,0.0391,0.241,0.0113,0.121,0.714,108.004,4
Lack Of Afro;Wax;Herbal T,International,25,272466,0.659,0.736,-8.119,0.202,0.00473,0,0.239,0.63,96.971,4
Mandrill,Can You Get It,23,428853,0.854,0.928,-7.29,0.0621,0.152,0.0189,0.0481,0.782,122.487,4
Metá Metá,Orunmilá,25,243617,0.623,0.66,-5.582,0.0546,0.405,1.68E-05,0.136,0.961,106.887,4
Samuca e a Selva;Illy,Lambe-Lambe,23,205511,0.646,0.701,-6.938,0.0444,0.00283,0.00146,0.0414,0.944,172.055,4
Juanafé,Afrorumbachilenera,25,279376,0.588,0.745,-5.754,0.0886,0.515,0,0.179,0.432,95.071,4
The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,Meet You In The Sunshine,26,364053,0.579,0.833,-9.369,0.0428,0.0785,0.165,0.221,0.732,95.838,4
BaianaSystem;Makavelli;Jay Mitta,Nauliza,26,220613,0.618,0.942,-4.511,0.13,0.0359,0.00416,0.247,0.736,170.005,4
Orquestra Brasileira de Música Jamaicana,País Tropical,24,209066,0.816,0.77,-5.94,0.032,0.61,0.948,0.323,0.964,127.971,4
Plastilina Mosh,Banano´s Bar,27,348826,0.605,0.842,-9.482,0.0553,0.0133,0.664,0.341,0.39,116.151,4
Los Amigos Invisibles;Kinky,Anestesiada (feat. Kinky),26,224586,0.736,0.951,-3.983,0.0436,0.0149,0.329,0.0833,0.932,116.001,4
Jorge Drexler,Memoria del cuero,25,304440,0.674,0.869,-9.837,0.0398,0.374,0.154,0.089,0.813,117.999,4
Los Amigos Invisibles;Los Auténticos Decadentes,Aquí Nadie Esta Sano (feat. Los Auténticos Decadentes),27,226613,0.768,0.91,-2.398,0.0343,0.015,0.000121,0.143,0.96,123.023,4
BaianaSystem;Tropkillaz,Saci (Remix),42,183779,0.974,0.922,-3.983,0.174,0.0974,1.08E-06,0.0978,0.657,127.989,4
Calle 13,Muerte En Hawaii,71,189866,0.675,0.588,-7.168,0.177,0.789,0,0.95,0.879,79.989,4
The Bamboos,Hard Up,12,255227,0.782,0.922,-4.028,0.0497,0.00655,0.0118,0.0728,0.761,104.015,4
Kutiman;Doctor Flake,Maasai - Doctor Flake Remix,43,470837,0.648,0.874,-5.851,0.0342,0.0104,0.932,0.107,0.339,101.994,4
William Onyeabor,Fantastic Man,45,386160,0.7,0.756,-10.714,0.0575,0.00182,0.711,0.0575,0.944,114.28,4
Menahan Street Band;Saundra Williams,There's a New Day Coming,55,143120,0.382,0.507,-8.179,0.0323,0.787,0.0124,0.235,0.494,135.787,4
TJ Cream;Ozoro,Sticks & Stones,23,159008,0.678,0.634,-6.606,0.274,0.656,0,0.31,0.574,159.682,4
Manu Dibango,Soul Makossa,49,264306,0.831,0.835,-3.768,0.142,0.128,0.00227,0.134,0.8,114.997,4
Thiago França,Raggaxixe,23,146813,0.72,0.73,-6.385,0.0814,0.28,0.276,0.0392,0.773,93.414,4
Sarah Téibo,Lead the Way,22,240680,0.729,0.807,-5.803,0.0916,0.117,2.93E-05,0.072,0.488,98.969,4
Thiago França,Um samba pra John Coltrane,23,100146,0.701,0.715,-7.829,0.0451,0.313,0.958,0.0418,0.774,139.733,4
Nathanael,24/7,23,173871,0.337,0.623,-5.735,0.182,0.162,0,0.0817,0.461,56.499,5
Voilaaa;Pat Kalla,Pour la vie,22,286876,0.863,0.687,-9.997,0.16,0.0575,6.84E-05,0.0472,0.77,133.901,4
Big Ty;Markis,Le king m'a validé,22,237599,0.662,0.93,-7.483,0.0378,0.176,0,0.112,0.954,125.014,4
The Poets Of Rhythm,More Mess on My Thing,57,252000,0.542,0.869,-6.18,0.0954,0.225,0.891,0.0453,0.962,190.509,4
Mulatu Astatke,Yègellé Tezeta,51,194293,0.839,0.233,-13.539,0.0413,0.745,0.747,0.105,0.777,125.597,4
Timoneki,Mictlán,23,276970,0.518,0.649,-7.188,0.045,0.112,0.162,0.191,0.683,180.202,3
Sarah Téibo;Fred Hammond,Like a Child - Remix,23,186648,0.711,0.811,-5.59,0.127,0.122,7.09E-06,0.0775,0.417,100.065,4
Morbo y Mambo;Andres Nusser,Plan de Vuelo,22,211500,0.647,0.688,-8.47,0.0308,0.0145,0.077,0.0998,0.395,123.996,4
Voilaaa;Hawa;Fouley Badiaga,Vampires,21,301259,0.879,0.731,-9.609,0.0715,0.0584,0.455,0.0595,0.945,119.997,4
Los Amigos Invisibles,Si Estuvieras Aquí,25,251413,0.693,0.569,-9.466,0.0303,0.62,0.857,0.157,0.626,130.011,4
Afrocidade,Vivão (vinheta),22,69942,0.483,0.887,-8.489,0.924,0.977,0.000231,0.292,0.613,74.325,4
QUITAPENAS,Guayabo,21,181655,0.589,0.827,-6.01,0.0337,0.0239,0.154,0.174,0.911,117.74,4
Son Palenque;Cerrero;El León Pardo,Adiós Batata - Cerrero Dub Mix,24,407295,0.625,0.703,-5.571,0.132,0.172,0.00493,0.174,0.487,114.113,4
The Bamboos;Washington,The Wilhelm Scream,23,268040,0.566,0.621,-5.62,0.0263,0.00773,0.0323,0.257,0.402,150.033,4
Ikebe Shakedown,Tujunga,22,201013,0.683,0.83,-5.994,0.0504,0.54,0.629,0.0595,0.883,127.237,4
Nosa,Why You Love Me,0,216071,0.503,0.886,-5.085,0.101,0.0251,8.98E-05,0.304,0.587,133.931,4
The Mighty Imperials,Cold Sweat,23,321160,0.537,0.619,-11.404,0.0339,0.101,0.887,0.582,0.897,119.222,4
The Poets Of Rhythm,Ham Gallery,23,201400,0.781,0.848,-9.61,0.0898,0.0276,0.767,0.0472,0.641,109.49,4
Jorge Drexler,Cerca del mar,23,222040,0.749,0.391,-16.177,0.0767,0.603,3.66E-06,0.116,0.351,96.035,4
Metá Metá,Oya,23,323291,0.44,0.742,-5.234,0.124,0.227,0.000159,0.399,0.368,129.169,3
Criolo,Hora da Decisão,22,248520,0.742,0.577,-6.253,0.0434,0.669,1.02E-06,0.117,0.704,144.011,4
The Bongo Hop;Nidia Gongora,La Carga,22,361160,0.738,0.709,-6.431,0.0478,0.00267,0.0196,0.135,0.851,104.987,4
Criolo,Filha do Maneco,22,105360,0.666,0.528,-6.618,0.082,0.752,1.02E-05,0.0897,0.532,133.916,5
Voilaaa;Pat Kalla,Water No Get Enemy,22,302341,0.886,0.646,-11.349,0.0825,0.00475,0.0215,0.0615,0.936,125.007,4
Mandrill,Lord Of The Golden Baboon,23,214306,0.571,0.845,-6.674,0.0837,0.0484,0.734,0.139,0.586,128.627,4
Criolo,Calçada,22,206760,0.815,0.768,-5.136,0.091,0.731,0,0.0877,0.76,111.077,4
BaianaSystem,Barbatana,24,142226,0.558,0.778,-6.747,0.0304,0.000658,0.663,0.134,0.385,131.049,4
Plastilina Mosh,Kinkinzazo,25,206093,0.688,0.948,-4.961,0.074,0.0334,0,0.307,0.957,126.703,4
Juanafé,Chinchín,23,237180,0.665,0.792,-4.255,0.0521,0.317,0,0.279,0.945,121.831,4
Jorge Drexler,Club Tonight - Cara B,23,271080,0.677,0.268,-20.8,0.22,0.817,0.152,0.694,0.62,151.64,4
Los Amigos Invisibles,Plastic Woman,25,205520,0.875,0.684,-6.257,0.0607,0.0284,3.55E-05,0.206,0.926,115.031,4
Orquestra Brasileira de Música Jamaicana,Take 5 - Ao Vivo Na Casa De Francisca,23,431640,0.734,0.444,-10.782,0.0523,0.489,0.941,0.626,0.624,136.305,4
Abayomy Afrobeat Orquestra;Otto,Mundo Sem Memória,20,256000,0.697,0.878,-7.686,0.0601,0.0557,0.000552,0.0918,0.751,102.012,4
Wganda Kenya,El Lobo,23,182493,0.528,0.862,-7.348,0.0349,0.182,0.000103,0.0421,0.844,110.192,4
Samuca e a Selva,Afobado Peito Altivo,22,361001,0.424,0.754,-6.66,0.0327,0.0799,1.27E-06,0.105,0.883,100.955,4
BaianaSystem;Thiago França,Reza Frevo,22,96524,0.454,0.98,-7.526,0.382,0.0972,0.979,0.115,0.348,161.12,4
BaianaSystem,Monopólio,25,197600,0.532,0.93,-5.064,0.0966,0.0136,0.000119,0.496,0.785,169.997,4
Mandrill,Can You Get It,7,427160,0.858,0.912,-8.237,0.0622,0.173,0.0254,0.0448,0.798,122.496,4
Jorge Drexler,El sur del sur,23,225933,0.695,0.385,-12.691,0.0309,0.509,0.0172,0.0709,0.26,120.149,4
Limoblaze;Ada Ehi,Okay,40,155468,0.787,0.751,-5.288,0.0621,0.394,0.000193,0.11,0.834,105.003,4
Osibisa,Dance the Body Music,27,229480,0.731,0.831,-7.615,0.0366,0.0132,0.000148,0.0338,0.973,120.919,4
Nero X,Yawa Dey,38,260220,0.858,0.634,-5.085,0.0498,0.406,0,0.0697,0.824,105.018,4
Ikebe Shakedown,Road Song,51,180226,0.63,0.735,-7.682,0.0346,0.464,0.8,0.0817,0.727,106.589,4
TJ Cream;Marko,"Hard Talk, Pt. 2",21,131395,0.71,0.615,-7.143,0.24,0.0207,9.14E-05,0.428,0.605,95,4
Angeloh;S.O,I Do It,21,255122,0.699,0.493,-8.809,0.227,0.0737,2.39E-05,0.0669,0.528,140.029,4
Lijadu Sisters,Come on Home,45,318785,0.537,0.501,-11.22,0.093,0.0684,0.00366,0.0753,0.914,93.849,4
Ali Farka Touré;Toumani Diabaté,Monsieur le Maire de Niafunké,12,238906,0.589,0.427,-13.527,0.0295,0.804,0.905,0.124,0.376,99.648,4
Mulatu Astatke,Tezeta,49,368539,0.549,0.254,-14.48,0.0416,0.962,0.931,0.0994,0.541,81.484,3
Ali Farka Touré,Soukora (with Ry Cooder),12,365173,0.431,0.328,-17.312,0.0327,0.503,0.00107,0.347,0.695,90.316,4
Brownout,Brown Wind and Fire,22,181520,0.594,0.614,-10.175,0.0553,0.00298,0.712,0.0739,0.825,159.94,4
QUITAPENAS,Valle Moreno,21,219768,0.534,0.847,-8.527,0.0842,0.316,0.436,0.101,0.852,119.205,3
Jorge Drexler,Silencio,21,207986,0.887,0.568,-10.146,0.194,0.263,0.00285,0.0951,0.127,127.923,4
Abayomy Afrobeat Orquestra;Orlando Julius,Adará,21,267091,0.613,0.9,-8.293,0.0507,0.00838,0.253,0.0641,0.664,121.032,4
Jorge Drexler,Tu voyeur,22,266000,0.738,0.355,-15.786,0.0595,0.292,0.00155,0.256,0.705,154.019,4
Speedometer,Happy,22,220000,0.59,0.613,-9.547,0.0347,0.394,0.277,0.361,0.868,147.171,4
Caê,Incompletos,21,232800,0.753,0.514,-8.159,0.055,0.474,0.00147,0.184,0.65,120.073,4
Eddie Neblett,Influence of Worship,22,245708,0.536,0.702,-5.748,0.0679,0.2,0,0.147,0.711,82.83,4
Mandrill,Hang Loose,22,288933,0.54,0.797,-10.777,0.0617,0.434,0.165,0.12,0.935,128.291,4
Voilaaa;Pat Kalla,Tu n'as pas de voiture,21,275433,0.876,0.72,-9.916,0.102,0.032,0.000164,0.0431,0.901,132.984,4
OQuadro;Jorge Du Peixe,Asas,21,192000,0.723,0.636,-10.265,0.25,0.3,2.37E-05,0.144,0.813,79.958,4
Menahan Street Band,Ivory and Blue - Reprise,22,65026,0.329,0.84,-9.316,0.0662,0.222,0.837,0.148,0.962,174.761,3
Nomade Orquestra,Pinga Fogo,21,290693,0.586,0.827,-6.044,0.0453,0.00549,0.888,0.0435,0.809,167.962,4
Afrocidade;Luedji Luna,Lua Branca,21,240000,0.81,0.858,-3.704,0.0696,0.12,4.20E-05,0.0771,0.69,110.993,4
São Paulo Ska Jazz;Ken Stewart,Adiós Nonino,22,224281,0.776,0.673,-6.067,0.0666,0.427,0.486,0.261,0.617,141.032,4
Jorge Drexler,La huella de tu mirada,23,212493,0.651,0.371,-8.62,0.0258,0.56,1.13E-05,0.112,0.589,78.718,4
Criolo,Não Existe Amor em SP (Instrumental),20,282093,0.76,0.35,-9.481,0.0336,0.0263,0.868,0.0767,0.31,141.988,4
Jorge Drexler,Llueve,23,249333,0.4,0.471,-9.494,0.0641,0.193,0.00031,0.131,0.0765,64.502,3
Calle 13,Bienvenidos A Mi Mundo,24,237026,0.658,0.715,-7.416,0.269,0.0174,0,0.306,0.543,189.895,4
Jor'dan Armstrong,WILIN',22,249151,0.727,0.517,-6.88,0.0612,0.26,0,0.134,0.529,127.932,4
El Michels Affair,Slide Show,21,136773,0.587,0.716,-7.943,0.0308,0.157,0.921,0.641,0.874,81.689,4
Jorge Drexler,Lontano lontano - Cara B,22,231493,0.7,0.344,-20.913,0.477,0.862,0.00386,0.138,0.473,89.845,4
Plastilina Mosh,Aropador,21,240026,0.783,0.506,-14.552,0.0651,0.952,0.918,0.0676,0.397,117.147,4
El Michels Affair,This Song's For You,22,165040,0.542,0.517,-8.13,0.0266,0.0159,0.322,0.13,0.326,66.552,4
The Budos Band,Turn and Burn,22,344840,0.445,0.833,-7.373,0.0279,0.00256,0.736,0.167,0.652,116.012,4
Afrocidade,Até de Manhã,21,168000,0.746,0.83,-4.983,0.0919,0.0901,0.00118,0.0796,0.364,100.015,4
Juanafé,Maleducao,22,336000,0.764,0.681,-7.947,0.0366,0.015,0.00336,0.114,0.807,123.986,3
Plastilina Mosh,Danny Trejo,25,240200,0.771,0.968,-6.142,0.0584,0.288,0,0.0809,0.756,93.984,4
The Budos Band,Deep in the Sand,22,225826,0.471,0.864,-5.079,0.0383,0.000394,0.843,0.0526,0.486,119.095,4
Lafayette Afro Rock Band,Avi-Vo - Remastered,21,215322,0.709,0.868,-6.436,0.0486,0.428,0.814,0.131,0.693,118.125,4
Juanafé,La Dormida,21,156721,0.618,0.491,-9.164,0.0893,0.41,0.000399,0.104,0.659,89.827,4
Criolo,Boca Fofa,21,140280,0.723,0.782,-5.127,0.0345,0.738,0.0128,0.0864,0.98,167.865,4
Femi Kuti,Sorry Sorry - Old School Afro Dub,21,444159,0.763,0.871,-8.779,0.055,0.0238,0.14,0.438,0.618,101.199,4
BaianaSystem,Chapéu Panamá,24,185573,0.823,0.93,-4.663,0.257,0.419,0.00734,0.0519,0.487,105.017,4
Samuca e a Selva,Passeando em Mim,21,202568,0.875,0.722,-5.276,0.0555,0.0772,7.37E-05,0.112,0.552,117.997,4
Metá Metá,Logun,22,478197,0.617,0.868,-7.344,0.0404,0.554,0.559,0.0738,0.913,122.883,4
Mandrill;Michael Masser,Ali Bombaye (Zaire Chant) I,21,223226,0.528,0.967,-8.212,0.0634,0.0143,0.429,0.361,0.725,128.446,4
Los Amigos Invisibles;Oscar D'León,Sabrina (feat. Oscar D'León),23,262040,0.458,0.885,-4.31,0.0582,0.00259,0.00305,0.325,0.826,195.646,4
Plastilina Mosh,Aquamosh,24,236706,0.704,0.728,-10.712,0.0666,0.491,0.7,0.391,0.509,92.228,4
BaianaSystem,Criado Mudou,23,127960,0.549,0.704,-7.025,0.0399,0.58,0.0222,0.13,0.112,133.986,4
Limoblaze;Marizu,For Me,43,194063,0.728,0.719,-4.201,0.0459,0.477,0,0.0713,0.719,107.95,4
ATR;Luedji Luna,Batom,21,223092,0.656,0.508,-10.105,0.0956,0.295,0.505,0.0857,0.585,194.015,4
Orchestra Baobab,Utrus Horas,10,523453,0.725,0.266,-15.384,0.0403,0.828,0.000531,0.303,0.617,86.727,4
ST-Saint;Mark Asari;Reblah;678NATH;Raptist & Marko;Leslie Skye;Zelijah & Konola;Gtay;Nizzy Nath;JL Poleon,Ring the Alarm,20,375095,0.643,0.787,-5.843,0.316,0.339,0,0.34,0.747,140.279,4
